id,class_field,name,year,month,date,y_sc,m_sc,d_sc,intercalary,lunar,solar,conditions,weather_o,weather_t,uri,url
D16920507,Diary,1692년5월7일,1692,5,7,壬申,丙午,丙辰,,1692-05-07,1692-06-21,drop,陰霏晩霽□…□,흐리고 가는 비 오다 저녁에 갬 (…),http://jiamdiary.info/iri/jad#D16920507,http://wiki.jiamdiary.info/16920507
D16920508,Diary,1692년5월8일,1692,5,8,壬申,丙午,丁巳,,1692-05-08,1692-06-22,,陰陽,흐리다 맑음,http://jiamdiary.info/iri/jad#D16920508,http://wiki.jiamdiary.info/16920508
D16920509,Diary,1692년5월9일,1692,5,9,壬申,丙午,戊午,,1692-05-09,1692-06-23,,陽,맑음,http://jiamdiary.info/iri/jad#D16920509,http://wiki.jiamdiary.info/16920509
D16920510,Diary,1692년5월10일,1692,5,10,壬申,丙午,己未,,1692-05-10,1692-06-24,,陰陽,흐리다 맑음,http://jiamdiary.info/iri/jad#D16920510,http://wiki.jiamdiary.info/16920510
D16920511,Diary,1692년5월11일,1692,5,11,壬申,丙午,庚申,,1692-05-11,1692-06-25,,陽,맑음,http://jiamdiary.info/iri/jad#D16920511,http://wiki.jiamdiary.info/16920511
D16920512,Diary,1692년5월12일,1692,5,12,壬申,丙午,辛酉,,1692-05-12,1692-06-26,,陰陽,흐리다 맑음,http://jiamdiary.info/iri/jad#D16920512,http://wiki.jiamdiary.info/16920512
D16920513,Diary,1692년5월13일,1692,5,13,壬申,丙午,壬戌,,1692-05-13,1692-06-27,,陽,맑음,http://jiamdiary.info/iri/jad#D16920513,http://wiki.jiamdiary.info/16920513
D16920514,Diary,1692년5월14일,1692,5,14,壬申,丙午,癸亥,,1692-05-14,1692-06-28,blank,雨洒數點,비가 몇 방울 떨어짐,http://jiamdiary.info/iri/jad#D16920514,http://wiki.jiamdiary.info/16920514
D16920515,Diary,1692년5월15일,1692,5,15,壬申,丙午,甲子,,1692-05-15,1692-06-29,blank,雨,비,http://jiamdiary.info/iri/jad#D16920515,http://wiki.jiamdiary.info/16920515
D16920516,Diary,1692년5월16일,1692,5,16,壬申,丙午,乙丑,,1692-05-16,1692-06-30,drop,昨雨連夜 朝□…□,어제 비가 밤까지 계속 내리다 아침에 갬,http://jiamdiary.info/iri/jad#D16920516,http://wiki.jiamdiary.info/16920516
D16920517,Diary,1692년5월17일,1692,5,17,壬申,丙午,丙寅,,1692-05-17,1692-07-01,,陽,맑음,http://jiamdiary.info/iri/jad#D16920517,http://wiki.jiamdiary.info/16920517
D16920518,Diary,1692년5월18일,1692,5,18,壬申,丙午,丁卯,,1692-05-18,1692-07-02,,陽,맑음,http://jiamdiary.info/iri/jad#D16920518,http://wiki.jiamdiary.info/16920518
D16920519,Diary,1692년5월19일,1692,5,19,壬申,丙午,戊辰,,1692-05-19,1692-07-03,,陽,맑음,http://jiamdiary.info/iri/jad#D16920519,http://wiki.jiamdiary.info/16920519
D16920520,Diary,1692년5월20일,1692,5,20,壬申,丙午,己巳,,1692-05-20,1692-07-04,,陰,흐림,http://jiamdiary.info/iri/jad#D16920520,http://wiki.jiamdiary.info/16920520
D16920521,Diary,1692년5월21일,1692,5,21,壬申,丙午,庚午,,1692-05-21,1692-07-05,,自朝雨下 向夕晴霽,아침부터 비가 내리다가 저녁 무렵 맑게 갬,http://jiamdiary.info/iri/jad#D16920521,http://wiki.jiamdiary.info/16920521
D16920522,Diary,1692년5월22일,1692,5,22,壬申,丙午,辛未,,1692-05-22,1692-07-06,,陰,흐림,http://jiamdiary.info/iri/jad#D16920522,http://wiki.jiamdiary.info/16920522
D16920523,Diary,1692년5월23일,1692,5,23,壬申,丙午,壬申,,1692-05-23,1692-07-07,,陰陽,흐리다 맑음,http://jiamdiary.info/iri/jad#D16920523,http://wiki.jiamdiary.info/16920523
D16920524,Diary,1692년5월24일,1692,5,24,壬申,丙午,癸酉,,1692-05-24,1692-07-08,blank,自夜雨下 終夕不止,밤부터 비가 와서 저녁 내내 그치지 않음,http://jiamdiary.info/iri/jad#D16920524,http://wiki.jiamdiary.info/16920524
D16920525,Diary,1692년5월25일,1692,5,25,壬申,丙午,甲戌,,1692-05-25,1692-07-09,,雨下不止,비가 내리는데 그치지 않음,http://jiamdiary.info/iri/jad#D16920525,http://wiki.jiamdiary.info/16920525
D16920526,Diary,1692년5월26일,1692,5,26,壬申,丙午,乙亥,,1692-05-26,1692-07-10,,近午雨止 向夜更作,정오 즈음에 비가 그쳤다가 저녁 무렵에 다시 옴,http://jiamdiary.info/iri/jad#D16920526,http://wiki.jiamdiary.info/16920526
D16920527,Diary,1692년5월27일,1692,5,27,壬申,丙午,丙子,,1692-05-27,1692-07-11,,雨,비,http://jiamdiary.info/iri/jad#D16920527,http://wiki.jiamdiary.info/16920527
D16920528,Diary,1692년5월28일,1692,5,28,壬申,丙午,丁丑,,1692-05-28,1692-07-12,,午後雨來,오후에 비가 옴,http://jiamdiary.info/iri/jad#D16920528,http://wiki.jiamdiary.info/16920528
D16920529,Diary,1692년5월29일,1692,5,29,壬申,丙午,戊寅,,1692-05-29,1692-07-13,drop,快晴而陽,상쾌하게 개어 맑음,http://jiamdiary.info/iri/jad#D16920529,http://wiki.jiamdiary.info/16920529
D169206,Diary,1692년6월,1692,6,,壬申,丁未,,,,,,,,http://jiamdiary.info/iri/jad#D169206,http://wiki.jiamdiary.info/169206
D16920601,Diary,1692년6월1일,1692,6,1,壬申,丁未,己卯,,1692-06-01,1692-07-14,drop,或雨或□…□,비가 오다가 간혹 (…)함,http://jiamdiary.info/iri/jad#D16920601,http://wiki.jiamdiary.info/16920601
D16920602,Diary,1692년6월2일,1692,6,2,壬申,丁未,庚辰,,1692-06-02,1692-07-15,,晴陽,비가 개고 맑음,http://jiamdiary.info/iri/jad#D16920602,http://wiki.jiamdiary.info/16920602
D16920603,Diary,1692년6월3일,1692,6,3,壬申,丁未,辛巳,,1692-06-03,1692-07-16,,陽,맑음,http://jiamdiary.info/iri/jad#D16920603,http://wiki.jiamdiary.info/16920603
D16920604,Diary,1692년6월4일,1692,6,4,壬申,丁未,壬午,,1692-06-04,1692-07-17,,陽,맑음,http://jiamdiary.info/iri/jad#D16920604,http://wiki.jiamdiary.info/16920604
D16920605,Diary,1692년6월5일,1692,6,5,壬申,丁未,癸未,,1692-06-05,1692-07-18,,五日 癸未,맑음,http://jiamdiary.info/iri/jad#D16920605,http://wiki.jiamdiary.info/16920605
D16920606,Diary,1692년6월6일,1692,6,6,壬申,丁未,甲申,,1692-06-06,1692-07-19,,朝前陰霏 晩復陰陽,아침 전에 흐리고 비 옴. 오전 늦게 다시 흐리다 맑음,http://jiamdiary.info/iri/jad#D16920606,http://wiki.jiamdiary.info/16920606
D16920607,Diary,1692년6월7일,1692,6,7,壬申,丁未,乙酉,,1692-06-07,1692-07-20,,曉雨暫洒晝陽,새벽에 비가 잠시 뿌리고 낮에 맑음,http://jiamdiary.info/iri/jad#D16920607,http://wiki.jiamdiary.info/16920607
D16920608,Diary,1692년6월8일,1692,6,8,壬申,丁未,丙戌,,1692-06-08,1692-07-21,,陽,맑음,http://jiamdiary.info/iri/jad#D16920608,http://wiki.jiamdiary.info/16920608
D16920609,Diary,1692년6월9일,1692,6,9,壬申,丁未,丁亥,,1692-06-09,1692-07-22,,陽,맑음,http://jiamdiary.info/iri/jad#D16920609,http://wiki.jiamdiary.info/16920609
D16920610,Diary,1692년6월10일,1692,6,10,壬申,丁未,戊子,,1692-06-10,1692-07-23,,陽,맑음,http://jiamdiary.info/iri/jad#D16920610,http://wiki.jiamdiary.info/16920610
D16920611,Diary,1692년6월11일,1692,6,11,壬申,丁未,己丑,,1692-06-11,1692-07-24,,陽,맑음,http://jiamdiary.info/iri/jad#D16920611,http://wiki.jiamdiary.info/16920611
D16920612,Diary,1692년6월12일,1692,6,12,壬申,丁未,庚寅,,1692-06-12,1692-07-25,drop,陽,맑음,http://jiamdiary.info/iri/jad#D16920612,http://wiki.jiamdiary.info/16920612
D16920613,Diary,1692년6월13일,1692,6,13,壬申,丁未,辛卯,,1692-06-13,1692-07-26,drop,陽,맑음,http://jiamdiary.info/iri/jad#D16920613,http://wiki.jiamdiary.info/16920613
D16920614,Diary,1692년6월14일,1692,6,14,壬申,丁未,壬辰,,1692-06-14,1692-07-27,,陽,맑음,http://jiamdiary.info/iri/jad#D16920614,http://wiki.jiamdiary.info/16920614
D16920615,Diary,1692년6월15일,1692,6,15,壬申,丁未,癸巳,,1692-06-15,1692-07-28,,陽,맑음,http://jiamdiary.info/iri/jad#D16920615,http://wiki.jiamdiary.info/16920615
D16920616,Diary,1692년6월16일,1692,6,16,壬申,丁未,甲午,,1692-06-16,1692-07-29,,陰陽 驟雨陳陳,흐리고 맑음. 소나기가 이어짐.,http://jiamdiary.info/iri/jad#D16920616,http://wiki.jiamdiary.info/16920616
D16920617,Diary,1692년6월17일,1692,6,17,壬申,丁未,乙未,,1692-06-17,1692-07-30,,夜來急雨 幾至一鋤餘,밤부터 급하게 비가 내렸는데 거의 1서(鋤) 정도가 됨.,http://jiamdiary.info/iri/jad#D16920617,http://wiki.jiamdiary.info/16920617
D16920618,Diary,1692년6월18일,1692,6,18,壬申,丁未,丙申,,1692-06-18,1692-07-31,,陽,맑음,http://jiamdiary.info/iri/jad#D16920618,http://wiki.jiamdiary.info/16920618
D16920619,Diary,1692년6월19일,1692,6,19,壬申,丁未,丁酉,,1692-06-19,1692-08-01,,陽間間雨洒,맑긴 하나 간간히 비가 뿌림,http://jiamdiary.info/iri/jad#D16920619,http://wiki.jiamdiary.info/16920619
D16920620,Diary,1692년6월20일,1692,6,20,壬申,丁未,戊戌,,1692-06-20,1692-08-02,,陽,맑음,http://jiamdiary.info/iri/jad#D16920620,http://wiki.jiamdiary.info/16920620
D16920621,Diary,1692년6월21일,1692,6,21,壬申,丁未,己亥,,1692-06-21,1692-08-03,,陽,맑음,http://jiamdiary.info/iri/jad#D16920621,http://wiki.jiamdiary.info/16920621
D16920622,Diary,1692년6월22일,1692,6,22,壬申,丁未,庚子,,1692-06-22,1692-08-04,,自去夜風迅雨急,어젯밤부터 바람이 세차고 비가 퍼부음,http://jiamdiary.info/iri/jad#D16920622,http://wiki.jiamdiary.info/16920622
D16920623,Diary,1692년6월23일,1692,6,23,壬申,丁未,辛丑,,1692-06-23,1692-08-05,blank,陽,맑음,http://jiamdiary.info/iri/jad#D16920623,http://wiki.jiamdiary.info/16920623
D16920624,Diary,1692년6월24일,1692,6,24,壬申,丁未,壬寅,,1692-06-24,1692-08-06,drop,陽,맑음,http://jiamdiary.info/iri/jad#D16920624,http://wiki.jiamdiary.info/16920624
D16920625,Diary,1692년6월25일,1692,6,25,壬申,丁未,癸卯,,1692-06-25,1692-08-07,,陽,맑음,http://jiamdiary.info/iri/jad#D16920625,http://wiki.jiamdiary.info/16920625
D16920626,Diary,1692년6월26일,1692,6,26,壬申,丁未,甲辰,,1692-06-26,1692-08-08,,陽,맑음,http://jiamdiary.info/iri/jad#D16920626,http://wiki.jiamdiary.info/16920626
D16920627,Diary,1692년6월27일,1692,6,27,壬申,丁未,乙巳,,1692-06-27,1692-08-09,,陽,맑음,http://jiamdiary.info/iri/jad#D16920627,http://wiki.jiamdiary.info/16920627
D16920628,Diary,1692년6월28일,1692,6,28,壬申,丁未,丙午,,1692-06-28,1692-08-10,,陽,맑음,http://jiamdiary.info/iri/jad#D16920628,http://wiki.jiamdiary.info/16920628
D16920629,Diary,1692년6월29일,1692,6,29,壬申,丁未,丁未,,1692-06-29,1692-08-11,,陽,맑음,http://jiamdiary.info/iri/jad#D16920629,http://wiki.jiamdiary.info/16920629
D169207,Diary,1692년7월,1692,7,,壬申,戊申,,,,,,,,http://jiamdiary.info/iri/jad#D169207,http://wiki.jiamdiary.info/169207
D16920701,Diary,1692년7월1일,1692,7,1,壬申,戊申,戊申,,1692-07-01,1692-08-12,drop,夜下驟雨,밤에 소나기가 내림,http://jiamdiary.info/iri/jad#D16920701,http://wiki.jiamdiary.info/16920701
D16920702,Diary,1692년7월2일,1692,7,2,壬申,戊申,己酉,,1692-07-02,1692-08-13,,雨下終夕,비가 저녁 내내 옴,http://jiamdiary.info/iri/jad#D16920702,http://wiki.jiamdiary.info/16920702
D16920703,Diary,1692년7월3일,1692,7,3,壬申,戊申,庚戌,,1692-07-03,1692-08-14,,昨雨晩止,어제부터 내린 비가 늦은 아침에 그침,http://jiamdiary.info/iri/jad#D16920703,http://wiki.jiamdiary.info/16920703
D16920704,Diary,1692년7월4일,1692,7,4,壬申,戊申,辛亥,,1692-07-04,1692-08-15,,陽,맑음,http://jiamdiary.info/iri/jad#D16920704,http://wiki.jiamdiary.info/16920704
D16920705,Diary,1692년7월5일,1692,7,5,壬申,戊申,壬子,,1692-07-05,1692-08-16,,陽,맑음,http://jiamdiary.info/iri/jad#D16920705,http://wiki.jiamdiary.info/16920705
D16920706,Diary,1692년7월6일,1692,7,6,壬申,戊申,癸丑,,1692-07-06,1692-08-17,,陽,맑음,http://jiamdiary.info/iri/jad#D16920706,http://wiki.jiamdiary.info/16920706
D16920707,Diary,1692년7월7일,1692,7,7,壬申,戊申,甲寅,,1692-07-07,1692-08-18,,陰而風緊,흐리고 바람이 심함,http://jiamdiary.info/iri/jad#D16920707,http://wiki.jiamdiary.info/16920707
D16920708,Diary,1692년7월8일,1692,7,8,壬申,戊申,乙卯,,1692-07-08,1692-08-19,,夜下急雨 朝來風定 盡日晴陽,밤에 갑자기 비가 내리다가 아침이 되자 바람이 잦아들고 하루 종일 맑음,http://jiamdiary.info/iri/jad#D16920708,http://wiki.jiamdiary.info/16920708
D16920709,Diary,1692년7월9일,1692,7,9,壬申,戊申,丙辰,,1692-07-09,1692-08-20,,陰,흐림,http://jiamdiary.info/iri/jad#D16920709,http://wiki.jiamdiary.info/16920709
D16920710,Diary,1692년7월10일,1692,7,10,壬申,戊申,丁巳,,1692-07-10,1692-08-21,drop,陽,맑음,http://jiamdiary.info/iri/jad#D16920710,http://wiki.jiamdiary.info/16920710
D16920711,Diary,1692년7월11일,1692,7,11,壬申,戊申,戊午,,1692-07-11,1692-08-22,,或陽或雨,맑기도 하고 비가 오기도 함,http://jiamdiary.info/iri/jad#D16920711,http://wiki.jiamdiary.info/16920711
D16920712,Diary,1692년7월12일,1692,7,12,壬申,戊申,己未,,1692-07-12,1692-08-23,,自夜顚風起 晩朝驟雨陣陣 午後風定雨收 夕乍陽,밤부터 돌풍이 일었다가 늦은 아침에 소나기가 여러 차례 옴. 오후에 바람이 잦아들고 비가 걷혔고 저녁에는 잠깐 맑음.,http://jiamdiary.info/iri/jad#D16920712,http://wiki.jiamdiary.info/16920712
D16920713,Diary,1692년7월13일,1692,7,13,壬申,戊申,庚申,,1692-07-13,1692-08-24,,陽,맑음,http://jiamdiary.info/iri/jad#D16920713,http://wiki.jiamdiary.info/16920713
D16920714,Diary,1692년7월14일,1692,7,14,壬申,戊申,辛酉,,1692-07-14,1692-08-25,,陽,맑음,http://jiamdiary.info/iri/jad#D16920714,http://wiki.jiamdiary.info/16920714
D16920715,Diary,1692년7월15일,1692,7,15,壬申,戊申,壬戌,,1692-07-15,1692-08-26,,陽,맑음,http://jiamdiary.info/iri/jad#D16920715,http://wiki.jiamdiary.info/16920715
D16920716,Diary,1692년7월16일,1692,7,16,壬申,戊申,癸亥,,1692-07-16,1692-08-27,,陰陽,흐리다 맑음,http://jiamdiary.info/iri/jad#D16920716,http://wiki.jiamdiary.info/16920716
D16920717,Diary,1692년7월17일,1692,7,17,壬申,戊申,甲子,,1692-07-17,1692-08-28,,陽,맑음,http://jiamdiary.info/iri/jad#D16920717,http://wiki.jiamdiary.info/16920717
D16920718,Diary,1692년7월18일,1692,7,18,壬申,戊申,乙丑,,1692-07-18,1692-08-29,,陰,흐림,http://jiamdiary.info/iri/jad#D16920718,http://wiki.jiamdiary.info/16920718
D16920719,Diary,1692년7월19일,1692,7,19,壬申,戊申,丙寅,,1692-07-19,1692-08-30,drop,雨,비,http://jiamdiary.info/iri/jad#D16920719,http://wiki.jiamdiary.info/16920719
D16920720,Diary,1692년7월20일,1692,7,20,壬申,戊申,丁卯,,1692-07-20,1692-08-31,drop,陽,맑음,http://jiamdiary.info/iri/jad#D16920720,http://wiki.jiamdiary.info/16920720
D16920721,Diary,1692년7월21일,1692,7,21,壬申,戊申,戊辰,,1692-07-21,1692-09-01,,陽,맑음,http://jiamdiary.info/iri/jad#D16920721,http://wiki.jiamdiary.info/16920721
D16920722,Diary,1692년7월22일,1692,7,22,壬申,戊申,己巳,,1692-07-22,1692-09-02,,陽,맑음,http://jiamdiary.info/iri/jad#D16920722,http://wiki.jiamdiary.info/16920722
D16920723,Diary,1692년7월23일,1692,7,23,壬申,戊申, 庚午,,1692-07-23,1692-09-03,,陽,맑음,http://jiamdiary.info/iri/jad#D16920723,http://wiki.jiamdiary.info/16920723
D16920724,Diary,1692년7월24일,1692,7,24,壬申,戊申,辛未,,1692-07-24,1692-09-04,,陽,맑음,http://jiamdiary.info/iri/jad#D16920724,http://wiki.jiamdiary.info/16920724
D16920725,Diary,1692년7월25일,1692,7,25,壬申,戊申,壬申,,1692-07-25,1692-09-05,,陽,맑음,http://jiamdiary.info/iri/jad#D16920725,http://wiki.jiamdiary.info/16920725
D16920726,Diary,1692년7월26일,1692,7,26,壬申,戊申,癸酉,,1692-07-26,1692-09-06,,陽 向夕雨洒,맑다가 저녁 무렵 비가 뿌림,http://jiamdiary.info/iri/jad#D16920726,http://wiki.jiamdiary.info/16920726
D16920727,Diary,1692년7월27일,1692,7,27,壬申,戊申,甲戌,,1692-07-27,1692-09-07,,驟雨數陣 午後陽,소낙비 몇 차례 오후 맑음,http://jiamdiary.info/iri/jad#D16920727,http://wiki.jiamdiary.info/16920727
D16920728,Diary,1692년7월28일,1692,7,28,壬申,戊申,乙亥,,1692-07-28,1692-09-08,,陽,맑음,http://jiamdiary.info/iri/jad#D16920728,http://wiki.jiamdiary.info/16920728
D16920729,Diary,1692년7월29일,1692,7,29,壬申,戊申,丙子,,1692-07-29,1692-09-09,drop,陽,맑음,http://jiamdiary.info/iri/jad#D16920729,http://wiki.jiamdiary.info/16920729
D16920730,Diary,1692년7월30일,1692,7,30,壬申,戊申,丁丑,,1692-07-30,1692-09-10,drop,陽,맑음,http://jiamdiary.info/iri/jad#D16920730,http://wiki.jiamdiary.info/16920730
D169208,Diary,1692년8월,1692,8,,壬申,己酉,,,,,,,,http://jiamdiary.info/iri/jad#D169208,http://wiki.jiamdiary.info/169208
D16920801,Diary,1692년8월1일,1692,8,1,壬申,己酉,戊寅,,1692-08-01,1692-09-11,,陽,맑음,http://jiamdiary.info/iri/jad#D16920801,http://wiki.jiamdiary.info/16920801
D16920802,Diary,1692년8월2일,1692,8,2,壬申,己酉,己卯,,1692-08-02,1692-09-12,,陽,맑음,http://jiamdiary.info/iri/jad#D16920802,http://wiki.jiamdiary.info/16920802
D16920803,Diary,1692년8월3일,1692,8,3,壬申,己酉,庚辰,,1692-08-03,1692-09-13,,陽,맑음,http://jiamdiary.info/iri/jad#D16920803,http://wiki.jiamdiary.info/16920803
D16920804,Diary,1692년8월4일,1692,8,4,壬申,己酉,辛巳,,1692-08-04,1692-09-14,,陰,흐림,http://jiamdiary.info/iri/jad#D16920804,http://wiki.jiamdiary.info/16920804
D16920805,Diary,1692년8월5일,1692,8,5,壬申,己酉,壬午,,1692-08-05,1692-09-15,,夜雨如注 朝來旋收 終日陰,밤에 비가 퍼붓듯이 내리다 아침에 바로 그침. 종일 흐림.,http://jiamdiary.info/iri/jad#D16920805,http://wiki.jiamdiary.info/16920805
D16920806,Diary,1692년8월6일,1692,8,6,壬申,己酉,癸未,,1692-08-06,1692-09-16,,夜洒小雨 終日陰陽,밤에 가랑비(小雨)가 뿌림. 종일 흐리다 맑음.,http://jiamdiary.info/iri/jad#D16920806,http://wiki.jiamdiary.info/16920806
D16920807,Diary,1692년8월7일,1692,8,7,壬申,己酉,甲申,,1692-08-07,1692-09-17,,陽,맑음,http://jiamdiary.info/iri/jad#D16920807,http://wiki.jiamdiary.info/16920807
D16920808,Diary,1692년8월8일,1692,8,8,壬申,己酉,乙酉,,1692-08-08,1692-09-18,,陽,맑음,http://jiamdiary.info/iri/jad#D16920808,http://wiki.jiamdiary.info/16920808
D16920809,Diary,1692년8월9일,1692,8,9,壬申,己酉,丙戌,,1692-08-09,1692-09-19,,陽,맑음,http://jiamdiary.info/iri/jad#D16920809,http://wiki.jiamdiary.info/16920809
D16920810,Diary,1692년8월10일,1692,8,10,壬申,己酉,丁亥,,1692-08-10,1692-09-20,,自昨昏雨洒 朝來漸加 向午風雨頗亂 午後稍定 夕乃開霽,어제 저녁부터 비가 뿌리다 아침에 점점 심해짐. 낮 무렵에는 비바람이 꽤 어지러움. 오후에 조금 안정되다가 저녁에 갬.,http://jiamdiary.info/iri/jad#D16920810,http://wiki.jiamdiary.info/16920810
D16920811,Diary,1692년8월11일,1692,8,11,壬申,己酉,戊子,,1692-08-11,1692-09-21,,陽,맑음,http://jiamdiary.info/iri/jad#D16920811,http://wiki.jiamdiary.info/16920811
D16920812,Diary,1692년8월12일,1692,8,12,壬申,己酉,己丑,,1692-08-12,1692-09-22,drop,陽,맑음,http://jiamdiary.info/iri/jad#D16920812,http://wiki.jiamdiary.info/16920812
D16920813,Diary,1692년8월13일,1692,8,13,壬申,己酉,庚寅,,1692-08-13,1692-09-23,,陽,맑음,http://jiamdiary.info/iri/jad#D16920813,http://wiki.jiamdiary.info/16920813
D16920814,Diary,1692년8월14일,1692,8,14,壬申,己酉,辛卯,,1692-08-14,1692-09-24,,陰陽,흐리다 맑음,http://jiamdiary.info/iri/jad#D16920814,http://wiki.jiamdiary.info/16920814
D16920815,Diary,1692년8월15일,1692,8,15,壬申,己酉,壬辰,,1692-08-15,1692-09-25,,陽,맑음,http://jiamdiary.info/iri/jad#D16920815,http://wiki.jiamdiary.info/16920815
D16920816,Diary,1692년8월16일,1692,8,16,壬申,己酉,癸巳,,1692-08-16,1692-09-26,,陽,맑음,http://jiamdiary.info/iri/jad#D16920816,http://wiki.jiamdiary.info/16920816
D16920817,Diary,1692년8월17일,1692,8,17,壬申,己酉,甲午,,1692-08-17,1692-09-27,,陽,맑음,http://jiamdiary.info/iri/jad#D16920817,http://wiki.jiamdiary.info/16920817
D16920818,Diary,1692년8월18일,1692,8,18,壬申,己酉,乙未,,1692-08-18,1692-09-28,,陽,맑음.,http://jiamdiary.info/iri/jad#D16920818,http://wiki.jiamdiary.info/16920818
D16920819,Diary,1692년8월19일,1692,8,19,壬申,己酉,丙申,,1692-08-19,1692-09-29,,陰陽風緊,흐리다가 맑음. 바람이 사나움.,http://jiamdiary.info/iri/jad#D16920819,http://wiki.jiamdiary.info/16920819
D16920820,Diary,1692년8월20일,1692,8,20,壬申,己酉,丁酉,,1692-08-20,1692-09-30,,陽,맑음,http://jiamdiary.info/iri/jad#D16920820,http://wiki.jiamdiary.info/16920820
D16920821,Diary,1692년8월21일,1692,8,21,壬申,己酉,戊戌,,1692-08-21,1692-10-01,,陽,맑음,http://jiamdiary.info/iri/jad#D16920821,http://wiki.jiamdiary.info/16920821
D16920822,Diary,1692년8월22일,1692,8,22,壬申,己酉,己亥,,1692-08-22,1692-10-02,,陽,맑음,http://jiamdiary.info/iri/jad#D16920822,http://wiki.jiamdiary.info/16920822
D16920823,Diary,1692년8월23일,1692,8,23,壬申,己酉,庚子,,1692-08-23,1692-10-03,,陽,맑음,http://jiamdiary.info/iri/jad#D16920823,http://wiki.jiamdiary.info/16920823
