id,class_field,name,year,month,date,y_sc,m_sc,d_sc,intercalary,lunar,solar,conditions,weather_o,weather_t,uri,url
D16970929,Diary,1697년9월29일,1697,9,29,丁丑,庚戌,丙午,,1697-09-29,1697-11-12,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16970929,http://wiki.jiamdiary.info/16970929
D16970930,Diary,1697년9월30일,1697,9,30,丁丑,庚戌,丁未,,1697-09-30,1697-11-13,,或雨或陽,혹은 비 내리고 혹은 맑음 ,http://jiamdiary.info/iri/jad#D16970930,http://wiki.jiamdiary.info/16970930
D169710,Diary,1697년10월,1697,10,,丁丑,辛亥,,,,,,,,http://jiamdiary.info/iri/jad#D169710,http://wiki.jiamdiary.info/169710
D16971001,Diary,1697년10월1일,1697,10,1,丁丑,辛亥,戊申,,1697-10-01,1697-11-14,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971001,http://wiki.jiamdiary.info/16971001
D16971002,Diary,1697년10월2일,1697,10,2,丁丑,辛亥,己酉,,1697-10-02,1697-11-15,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971002,http://wiki.jiamdiary.info/16971002
D16971003,Diary,1697년10월3일,1697,10,3,丁丑,辛亥,庚戌,,1697-10-03,1697-11-16,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971003,http://wiki.jiamdiary.info/16971003
D16971004,Diary,1697년10월4일,1697,10,4,丁丑,辛亥,辛亥,,1697-10-04,1697-11-17,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16971004,http://wiki.jiamdiary.info/16971004
D16971005,Diary,1697년10월5일,1697,10,5,丁丑,辛亥,壬子,,1697-10-05,1697-11-18,,風雪頗撓,눈보라가 꽤 어지럽게 날림 ,http://jiamdiary.info/iri/jad#D16971005,http://wiki.jiamdiary.info/16971005
D16971006,Diary,1697년10월6일,1697,10,6,丁丑,辛亥,癸丑,,1697-10-06,1697-11-19,,風陰,바람 불고 흐림 ,http://jiamdiary.info/iri/jad#D16971006,http://wiki.jiamdiary.info/16971006
D16971007,Diary,1697년10월7일,1697,10,7,丁丑,辛亥,甲寅,,1697-10-07,1697-11-20,,風陰 向夕微陽,바람 불고 흐림. 저녁 무렵 약간 맑음 ,http://jiamdiary.info/iri/jad#D16971007,http://wiki.jiamdiary.info/16971007
D16971008,Diary,1697년10월8일,1697,10,8,丁丑,辛亥,乙卯,,1697-10-08,1697-11-21,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971008,http://wiki.jiamdiary.info/16971008
D16971009,Diary,1697년10월9일,1697,10,9,丁丑,辛亥,丙辰,,1697-10-09,1697-11-22,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16971009,http://wiki.jiamdiary.info/16971009
D16971010,Diary,1697년10월10일,1697,10,10,丁丑,辛亥,丁巳,,1697-10-10,1697-11-23,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971010,http://wiki.jiamdiary.info/16971010
D16971011,Diary,1697년10월11일,1697,10,11,丁丑,辛亥,戊午,,1697-10-11,1697-11-24,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971011,http://wiki.jiamdiary.info/16971011
D16971012,Diary,1697년10월12일,1697,10,12,丁丑,辛亥,己未,,1697-10-12,1697-11-25,,陰陽 夕雨暫洒,흐리다 맑음. 저녁에 비가 잠시 뿌림 ,http://jiamdiary.info/iri/jad#D16971012,http://wiki.jiamdiary.info/16971012
D16971013,Diary,1697년10월13일,1697,10,13,丁丑,辛亥,庚申,,1697-10-13,1697-11-26,,風陰,바람 불고 흐림 ,http://jiamdiary.info/iri/jad#D16971013,http://wiki.jiamdiary.info/16971013
D16971014,Diary,1697년10월14일,1697,10,14,丁丑,辛亥,辛酉,,1697-10-14,1697-11-27,,夜間雪來 山野皆白 晝陰陽風緊,밤사이 눈이 와서 산과 들이 모두 하얗게 덮임. 낮에는 흐리다 맑고 바람이 거셈. ,http://jiamdiary.info/iri/jad#D16971014,http://wiki.jiamdiary.info/16971014
D16971015,Diary,1697년10월15일,1697,10,15,丁丑,辛亥,壬戌,,1697-10-15,1697-11-28,,風陽,바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16971015,http://wiki.jiamdiary.info/16971015
D16971016,Diary,1697년10월16일,1697,10,16,丁丑,辛亥,癸亥,,1697-10-16,1697-11-29,,晩後雨洒 向夕微陽,늦은 아침 이후로 비가 뿌림. 저녁 무렵 약간 맑음. ,http://jiamdiary.info/iri/jad#D16971016,http://wiki.jiamdiary.info/16971016
D16971017,Diary,1697년10월17일,1697,10,17,丁丑,辛亥,甲子,,1697-10-17,1697-11-30,,風陰,바람 불고 흐림 ,http://jiamdiary.info/iri/jad#D16971017,http://wiki.jiamdiary.info/16971017
D16971018,Diary,1697년10월18일,1697,10,18,丁丑,辛亥,乙丑,,1697-10-18,1697-12-01,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16971018,http://wiki.jiamdiary.info/16971018
D16971019,Diary,1697년10월19일,1697,10,19,丁丑,辛亥,丙寅,,1697-10-19,1697-12-02,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16971019,http://wiki.jiamdiary.info/16971019
D16971020,Diary,1697년10월20일,1697,10,20,丁丑,辛亥,丁卯,,1697-10-20,1697-12-03,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971020,http://wiki.jiamdiary.info/16971020
D16971021,Diary,1697년10월21일,1697,10,21,丁丑,辛亥,戊辰,,1697-10-21,1697-12-04,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971021,http://wiki.jiamdiary.info/16971021
D16971022,Diary,1697년10월22일,1697,10,22,丁丑,辛亥,己巳,,1697-10-22,1697-12-05,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971022,http://wiki.jiamdiary.info/16971022
D16971023,Diary,1697년10월23일,1697,10,23,丁丑,辛亥, 庚午,,1697-10-23,1697-12-06,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971023,http://wiki.jiamdiary.info/16971023
D16971024,Diary,1697년10월24일,1697,10,24,丁丑,辛亥,辛未,,1697-10-24,1697-12-07,,夜洒雨晝陰陽 初夜又雨,밤에 비가 뿌리다가 낮에는 흐리다 맑음. 초 밤에 다시 비. ,http://jiamdiary.info/iri/jad#D16971024,http://wiki.jiamdiary.info/16971024
D16971025,Diary,1697년10월25일,1697,10,25,丁丑,辛亥,壬申,,1697-10-25,1697-12-08,,夜雨 終日濛濛,밤에 비가 내리고 하루 종일 안개가 자욱함 ,http://jiamdiary.info/iri/jad#D16971025,http://wiki.jiamdiary.info/16971025
D16971026,Diary,1697년10월26일,1697,10,26,丁丑,辛亥,癸酉,,1697-10-26,1697-12-09,,陽陰,맑다가 흐림 ,http://jiamdiary.info/iri/jad#D16971026,http://wiki.jiamdiary.info/16971026
D16971027,Diary,1697년10월27일,1697,10,27,丁丑,辛亥,甲戌,,1697-10-27,1697-12-10,,陰風雜雪 微陽間出,흐리고 바람. 눈이 섞여 내림. 약한 햇빛이 이따금 나옴. ,http://jiamdiary.info/iri/jad#D16971027,http://wiki.jiamdiary.info/16971027
D16971028,Diary,1697년10월28일,1697,10,28,丁丑,辛亥,乙亥,,1697-10-28,1697-12-11,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16971028,http://wiki.jiamdiary.info/16971028
D16971029,Diary,1697년10월29일,1697,10,29,丁丑,辛亥,丙子,,1697-10-29,1697-12-12,,風陽,바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16971029,http://wiki.jiamdiary.info/16971029
D169711,Diary,1697년11월,1697,11,,丁丑,壬子,,,,,,,,http://jiamdiary.info/iri/jad#D169711,http://wiki.jiamdiary.info/169711
D16971101,Diary,1697년11월1일,1697,11,1,丁丑,壬子,丁丑,,1697-11-01,1697-12-13,,夜雪山白 晝陰雪飄,밤에 눈이 내려 산이 희어짐. 낮에는 흐리고 눈이 날림. ,http://jiamdiary.info/iri/jad#D16971101,http://wiki.jiamdiary.info/16971101
D16971102,Diary,1697년11월2일,1697,11,2,丁丑,壬子,戊寅,,1697-11-02,1697-12-14,,陰陽 風,흐리다 맑음. 바람. ,http://jiamdiary.info/iri/jad#D16971102,http://wiki.jiamdiary.info/16971102
D16971103,Diary,1697년11월3일,1697,11,3,丁丑,壬子,己卯,,1697-11-03,1697-12-15,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16971103,http://wiki.jiamdiary.info/16971103
D16971104,Diary,1697년11월4일,1697,11,4,丁丑,壬子,庚辰,,1697-11-04,1697-12-16,,夜雪 晝亦間洒,밤에 눈이 오고 낮에도 간간이 뿌림 ,http://jiamdiary.info/iri/jad#D16971104,http://wiki.jiamdiary.info/16971104
D16971105,Diary,1697년11월5일,1697,11,5,丁丑,壬子,辛巳,,1697-11-05,1697-12-17,,夜雪積地 終日風雪,밤에 눈이 내려 땅에 쌓임. 종일토록 바람 불고 눈이 내림. ,http://jiamdiary.info/iri/jad#D16971105,http://wiki.jiamdiary.info/16971105
D16971106,Diary,1697년11월6일,1697,11,6,丁丑,壬子,壬午,,1697-11-06,1697-12-18,,夜晝風雪如昨 寒威轉酷 連日不開,밤낮으로 바람과 눈이 어제와 같음. 추위가 갈수록 심해지고 연일 개지 않음.,http://jiamdiary.info/iri/jad#D16971106,http://wiki.jiamdiary.info/16971106
D16971107,Diary,1697년11월7일,1697,11,7,丁丑,壬子,癸未,,1697-11-07,1697-12-19,,風雪如昨,바람과 눈이 어제와 같음 ,http://jiamdiary.info/iri/jad#D16971107,http://wiki.jiamdiary.info/16971107
D16971108,Diary,1697년11월8일,1697,11,8,丁丑,壬子,甲申,,1697-11-08,1697-12-20,,晴陽 和暖如春,맑음. 봄처럼 온화하고 따뜻함. ,http://jiamdiary.info/iri/jad#D16971108,http://wiki.jiamdiary.info/16971108
D16971109,Diary,1697년11월9일,1697,11,9,丁丑,壬子,乙酉,,1697-11-09,1697-12-21,,朝陰晩陽 日候過暖,아침에 흐리다 늦은 아침 맑음. 날씨가 지나치게 따뜻함. ,http://jiamdiary.info/iri/jad#D16971109,http://wiki.jiamdiary.info/16971109
D16971110,Diary,1697년11월10일,1697,11,10,丁丑,壬子,丙戌,,1697-11-10,1697-12-22,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16971110,http://wiki.jiamdiary.info/16971110
D16971111,Diary,1697년11월11일,1697,11,11,丁丑,壬子,丁亥,,1697-11-11,1697-12-23,,朝陰晩陽 盡日風,아침에 흐리다가 늦은 아침 맑음. 하루 종일 바람 ,http://jiamdiary.info/iri/jad#D16971111,http://wiki.jiamdiary.info/16971111
D16971112,Diary,1697년11월12일,1697,11,12,丁丑,壬子,戊子,,1697-11-12,1697-12-24,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971112,http://wiki.jiamdiary.info/16971112
D16971113,Diary,1697년11월13일,1697,11,13,丁丑,壬子,己丑,,1697-11-13,1697-12-25,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971113,http://wiki.jiamdiary.info/16971113
D16971114,Diary,1697년11월14일,1697,11,14,丁丑,壬子,庚寅,,1697-11-14,1697-12-26,,陰陽 間間雨洒,흐리다 맑음. 간간이 비가 흩뿌림. ,http://jiamdiary.info/iri/jad#D16971114,http://wiki.jiamdiary.info/16971114
D16971115,Diary,1697년11월15일,1697,11,15,丁丑,壬子,辛卯,,1697-11-15,1697-12-27,,風陽,바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16971115,http://wiki.jiamdiary.info/16971115
D16971116,Diary,1697년11월16일,1697,11,16,丁丑,壬子,壬辰,,1697-11-16,1697-12-28,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971116,http://wiki.jiamdiary.info/16971116
D16971117,Diary,1697년11월17일,1697,11,17,丁丑,壬子,癸巳,,1697-11-17,1697-12-29,,朝雪晩陽,아침에 눈이 내리다가 늦은 아침 맑음. ,http://jiamdiary.info/iri/jad#D16971117,http://wiki.jiamdiary.info/16971117
D16971118,Diary,1697년11월18일,1697,11,18,丁丑,壬子,甲午,,1697-11-18,1697-12-30,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971118,http://wiki.jiamdiary.info/16971118
D16971119,Diary,1697년11월19일,1697,11,19,丁丑,壬子,乙未,,1697-11-19,1697-12-31,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971119,http://wiki.jiamdiary.info/16971119
D16971120,Diary,1697년11월20일,1697,11,20,丁丑,壬子,丙申,,1697-11-20,1698-01-01,,風陽,바람이 불고 맑음 ,http://jiamdiary.info/iri/jad#D16971120,http://wiki.jiamdiary.info/16971120
D16971121,Diary,1697년11월21일,1697,11,21,丁丑,壬子,丁酉,,1697-11-21,1698-01-02,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971121,http://wiki.jiamdiary.info/16971121
D16971122,Diary,1697년11월22일,1697,11,22,丁丑,壬子,戊戌,,1697-11-22,1698-01-03,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16971122,http://wiki.jiamdiary.info/16971122
D16971123,Diary,1697년11월23일,1697,11,23,丁丑,壬子,己亥,,1697-11-23,1698-01-04,,風雪,바람 불고 눈 내림 ,http://jiamdiary.info/iri/jad#D16971123,http://wiki.jiamdiary.info/16971123
D16971124,Diary,1697년11월24일,1697,11,24,丁丑,壬子,庚子,,1697-11-24,1698-01-05,,風稍定而雪猶豪 向夕陽,바람이 조금 가라앉았지만 눈은 오히려 거세짐. 해질 무렵 맑음. ,http://jiamdiary.info/iri/jad#D16971124,http://wiki.jiamdiary.info/16971124
D16971125,Diary,1697년11월25일,1697,11,25,丁丑,壬子,辛丑,,1697-11-25,1698-01-06,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971125,http://wiki.jiamdiary.info/16971125
D16971126,Diary,1697년11월26일,1697,11,26,丁丑,壬子,壬寅,,1697-11-26,1698-01-07,,夜雪 晝陰陽,밤에 눈. 낮에 흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16971126,http://wiki.jiamdiary.info/16971126
D16971127,Diary,1697년11월27일,1697,11,27,丁丑,壬子,癸卯,,1697-11-27,1698-01-08,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971127,http://wiki.jiamdiary.info/16971127
D16971128,Diary,1697년11월28일,1697,11,28,丁丑,壬子,甲辰,,1697-11-28,1698-01-09,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971128,http://wiki.jiamdiary.info/16971128
D16971129,Diary,1697년11월29일,1697,11,29,丁丑,壬子,乙巳,,1697-11-29,1698-01-10,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971129,http://wiki.jiamdiary.info/16971129
D16971130,Diary,1697년11월30일,1697,11,30,丁丑,壬子,丙午,,1697-11-30,1698-01-11,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971130,http://wiki.jiamdiary.info/16971130
D169712,Diary,1697년12월,1697,12,,丁丑,癸丑,,,,,,,,http://jiamdiary.info/iri/jad#D169712,http://wiki.jiamdiary.info/169712
D16971201,Diary,1697년12월1일,1697,12,1,丁丑,癸丑,丁未,,1697-12-01,1698-01-12,,雨雪,비가 오고 눈이 내림 ,http://jiamdiary.info/iri/jad#D16971201,http://wiki.jiamdiary.info/16971201
D16971202,Diary,1697년12월2일,1697,12,2,丁丑,癸丑,戊申,,1697-12-02,1698-01-13,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971202,http://wiki.jiamdiary.info/16971202
D16971203,Diary,1697년12월3일,1697,12,3,丁丑,癸丑,己酉,,1697-12-03,1698-01-14,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971203,http://wiki.jiamdiary.info/16971203
D16971204,Diary,1697년12월4일,1697,12,4,丁丑,癸丑,庚戌,,1697-12-04,1698-01-15,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971204,http://wiki.jiamdiary.info/16971204
D16971205,Diary,1697년12월5일,1697,12,5,丁丑,癸丑,辛亥,,1697-12-05,1698-01-16,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16971205,http://wiki.jiamdiary.info/16971205
D16971206,Diary,1697년12월6일,1697,12,6,丁丑,癸丑,壬子,,1697-12-06,1698-01-17,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16971206,http://wiki.jiamdiary.info/16971206
D16971207,Diary,1697년12월7일,1697,12,7,丁丑,癸丑,癸丑,,1697-12-07,1698-01-18,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971207,http://wiki.jiamdiary.info/16971207
D16971208,Diary,1697년12월8일,1697,12,8,丁丑,癸丑,甲寅,,1697-12-08,1698-01-19,,微雨止作,가랑비가 그쳤다 내렸다 함 ,http://jiamdiary.info/iri/jad#D16971208,http://wiki.jiamdiary.info/16971208
D16971209,Diary,1697년12월9일,1697,12,9,丁丑,癸丑,乙卯,,1697-12-09,1698-01-20,blank,雨勢如昨,비가 어제처럼 내림 ,http://jiamdiary.info/iri/jad#D16971209,http://wiki.jiamdiary.info/16971209
D16971210,Diary,1697년12월10일,1697,12,10,丁丑,癸丑,丙辰,,1697-12-10,1698-01-21,,風陽陰,바람이 불고 맑다가 흐림 ,http://jiamdiary.info/iri/jad#D16971210,http://wiki.jiamdiary.info/16971210
D16971211,Diary,1697년12월11일,1697,12,11,丁丑,癸丑,丁巳,,1697-12-11,1698-01-22,,風定 朝陽晩陰,바람이 잦아듦. 아침에 맑다가 늦은 아침에는 흐림. ,http://jiamdiary.info/iri/jad#D16971211,http://wiki.jiamdiary.info/16971211
D16971212,Diary,1697년12월12일,1697,12,12,丁丑,癸丑,戊午,,1697-12-12,1698-01-23,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16971212,http://wiki.jiamdiary.info/16971212
D16971213,Diary,1697년12월13일,1697,12,13,丁丑,癸丑,己未,,1697-12-13,1698-01-24,,雨霰交下,비와 싸라기눈이 번갈아 내림 ,http://jiamdiary.info/iri/jad#D16971213,http://wiki.jiamdiary.info/16971213
D16971214,Diary,1697년12월14일,1697,12,14,丁丑,癸丑,庚申,,1697-12-14,1698-01-25,,朝雪晩陽,아침에 눈. 늦은 아침 맑음 ,http://jiamdiary.info/iri/jad#D16971214,http://wiki.jiamdiary.info/16971214
D16971215,Diary,1697년12월15일,1697,12,15,丁丑,癸丑,辛酉,,1697-12-15,1698-01-26,,風陽,바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16971215,http://wiki.jiamdiary.info/16971215
D16971216,Diary,1697년12월16일,1697,12,16,丁丑,癸丑,壬戌,,1697-12-16,1698-01-27,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971216,http://wiki.jiamdiary.info/16971216
D16971217,Diary,1697년12월17일,1697,12,17,丁丑,癸丑,癸亥,,1697-12-17,1698-01-28,,朝洒微雪 終日陰陽風,아침에 약한 눈이 뿌림. 종일 흐리고 맑고 바람. ,http://jiamdiary.info/iri/jad#D16971217,http://wiki.jiamdiary.info/16971217
D16971218,Diary,1697년12월18일,1697,12,18,丁丑,癸丑,甲子,,1697-12-18,1698-01-29,,朝陰晩陽,아침에 흐리고 늦은 아침에 맑음 ,http://jiamdiary.info/iri/jad#D16971218,http://wiki.jiamdiary.info/16971218
D16971219,Diary,1697년12월19일,1697,12,19,丁丑,癸丑,乙丑,,1697-12-19,1698-01-30,,夜雪 晝陰陽,밤에 눈. 낮에 흐리고 맑음. ,http://jiamdiary.info/iri/jad#D16971219,http://wiki.jiamdiary.info/16971219
D16971220,Diary,1697년12월20일,1697,12,20,丁丑,癸丑,丙寅,,1697-12-20,1698-01-31,,風雪陰陽,바람 불고 눈. 흐리다 맑음. ,http://jiamdiary.info/iri/jad#D16971220,http://wiki.jiamdiary.info/16971220
D16971221,Diary,1697년12월21일,1697,12,21,丁丑,癸丑,丁卯,,1697-12-21,1698-02-01,,風雪陰陽,바람 불고 눈. 흐리다 맑음. ,http://jiamdiary.info/iri/jad#D16971221,http://wiki.jiamdiary.info/16971221
D16971222,Diary,1697년12월22일,1697,12,22,丁丑,癸丑,戊辰,,1697-12-22,1698-02-02,,夜雪晝陰陽,밤에 눈. 낮에 흐리다 맑음. ,http://jiamdiary.info/iri/jad#D16971222,http://wiki.jiamdiary.info/16971222
D16971223,Diary,1697년12월23일,1697,12,23,丁丑,癸丑,己巳,,1697-12-23,1698-02-03,,立春 風陽,입춘. 바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16971223,http://wiki.jiamdiary.info/16971223
D16971224,Diary,1697년12월24일,1697,12,24,丁丑,癸丑, 庚午,,1697-12-24,1698-02-04,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971224,http://wiki.jiamdiary.info/16971224
D16971225,Diary,1697년12월25일,1697,12,25,丁丑,癸丑,辛未,,1697-12-25,1698-02-05,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971225,http://wiki.jiamdiary.info/16971225
D16971226,Diary,1697년12월26일,1697,12,26,丁丑,癸丑,壬申,,1697-12-26,1698-02-06,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971226,http://wiki.jiamdiary.info/16971226
D16971227,Diary,1697년12월27일,1697,12,27,丁丑,癸丑,癸酉,,1697-12-27,1698-02-07,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16971227,http://wiki.jiamdiary.info/16971227
D16971228,Diary,1697년12월28일,1697,12,28,丁丑,癸丑,甲戌,,1697-12-28,1698-02-08,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971228,http://wiki.jiamdiary.info/16971228
D16971229,Diary,1697년12월29일,1697,12,29,丁丑,癸丑,乙亥,,1697-12-29,1698-02-09,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16971229,http://wiki.jiamdiary.info/16971229
D16971230,Diary,1697년12월30일,1697,12,30,丁丑,癸丑,丙子,,1697-12-30,1698-02-10,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16971230,http://wiki.jiamdiary.info/16971230
D1698,Diary,1698년,1698,,,戊寅,,,,,,,,,http://jiamdiary.info/iri/jad#D1698,http://wiki.jiamdiary.info/1698
D169801,Diary,1698년1월,1698,1,,戊寅,甲寅,,,,,,,,http://jiamdiary.info/iri/jad#D169801,http://wiki.jiamdiary.info/169801
D16980101,Diary,1698년1월1일,1698,1,1,戊寅,甲寅,丁丑,,1698-01-01,1698-02-11,,南風吹而雲陰 微陽乍見 而候甚溫煖,남풍이 불고 구름 끼고 흐렸으며 약한 햇볕이 잠깐 보였으나 날씨가 매우 온난함.,http://jiamdiary.info/iri/jad#D16980101,http://wiki.jiamdiary.info/16980101
D16980102,Diary,1698년1월2일,1698,1,2,戊寅,甲寅,戊寅,,1698-01-02,1698-02-12,,夜洒微雨 日出時 出沒雲中而色赤如染深紅 晩下細雨 午後風陰,밤에 약한 비가 뿌림. 해가 뜰 때 구름 속으로부터 들락날락하며 나왔는데 색깔이 마치 물들인 진한 홍색처럼 붉음. 늦은 아침에 가랑비 내림. 오후에 바람 불고 흐림.,http://jiamdiary.info/iri/jad#D16980102,http://wiki.jiamdiary.info/16980102
D16980103,Diary,1698년1월3일,1698,1,3,戊寅,甲寅,己卯,,1698-01-03,1698-02-13,,夜雪晝風陰或雪,밤에 눈 내리고 낮에 바람 불고 흐리다가 혹 눈 내림.,http://jiamdiary.info/iri/jad#D16980103,http://wiki.jiamdiary.info/16980103
D16980104,Diary,1698년1월4일,1698,1,4,戊寅,甲寅,庚辰,,1698-01-04,1698-02-14,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16980104,http://wiki.jiamdiary.info/16980104
D16980105,Diary,1698년1월5일,1698,1,5,戊寅,甲寅,辛巳,,1698-01-05,1698-02-15,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16980105,http://wiki.jiamdiary.info/16980105
D16980106,Diary,1698년1월6일,1698,1,6,戊寅,甲寅,壬午,,1698-01-06,1698-02-16,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16980106,http://wiki.jiamdiary.info/16980106
D16980107,Diary,1698년1월7일,1698,1,7,戊寅,甲寅,癸未,,1698-01-07,1698-02-17,,陽陰,맑다 흐림 ,http://jiamdiary.info/iri/jad#D16980107,http://wiki.jiamdiary.info/16980107
